Date,Category,Subcategory,Task,Total
2023/3/28,Health,Resistance Training,Push-ups (Chest),108
2023/3/30,Health,Resistance Training,Push-ups (Chest),60
2023/4/4,Health,Resistance Training,Push-ups (Chest),105
2023/4/20,Health,Resistance Training,Push-ups (Chest),105
2023/4/23,Health,Resistance Training,Push-ups (Chest),100
2023/4/25,Health,Resistance Training,Push-ups (Chest),100
2023/4/27,Health,Resistance Training,Push-ups (Chest),100
2023/5/7,Health,Resistance Training,Push-ups (Chest),81
2023/5/25,Health,Resistance Training,Push-ups (Chest),101
2023/5/29,Health,Resistance Training,Push-ups (Chest),84
2023/6/4,Health,Resistance Training,Push-ups (Chest),74
2023/6/9,Health,Resistance Training,Push-ups (Chest),109
2023/6/11,Health,Resistance Training,Push-ups (Chest),111
2023/6/13,Health,Resistance Training,Push-ups (Chest),88
2023/6/20,Health,Resistance Training,Push-ups (Chest),100
2023/6/28,Health,Resistance Training,Push-ups (Chest),108
2023/6/29,Health,Resistance Training,Push-ups (Chest),119
2023/7/7,Health,Resistance Training,Push-ups (Chest),116
2023/7/9,Health,Resistance Training,Push-ups (Chest),103
2023/7/11,Health,Resistance Training,Push-ups (Chest),112
2023/7/13,Health,Resistance Training,Push-ups (Chest),121
2023/7/15,Health,Resistance Training,Push-ups (Chest),120
2023/7/23,Health,Resistance Training,Push-ups (Chest),89
2023/7/26,Health,Resistance Training,Push-ups (Chest),105
2023/7/28,Health,Resistance Training,Push-ups (Chest),100
2023/8/6,Health,Resistance Training,Push-ups (Chest),73
2023/8/8,Health,Resistance Training,Push-ups (Chest),104
2023/8/10,Health,Resistance Training,Push-ups (Chest),85
2023/8/12,Health,Resistance Training,Push-ups (Chest),100
2023/8/16,Health,Resistance Training,Push-ups (Chest),81
2023/8/24,Health,Resistance Training,Push-ups (Chest),97
2023/8/26,Health,Resistance Training,Push-ups (Chest),121
2023/8/28,Health,Resistance Training,Push-ups (Chest),81
2023/8/30,Health,Resistance Training,Push-ups (Chest),81
2023/9/1,Health,Resistance Training,Push-ups (Chest),91
2023/9/3,Health,Resistance Training,Push-ups (Chest),106
2023/9/5,Health,Resistance Training,Push-ups (Chest),81
2023/9/7,Health,Resistance Training,Push-ups (Chest),81
2023/9/9,Health,Resistance Training,Push-ups (Chest),62
2023/9/17,Health,Resistance Training,Push-ups (Chest),82
2023/9/23,Health,Resistance Training,Push-ups (Chest),95
2023/9/25,Health,Resistance Training,Push-ups (Chest),81
2023/9/27,Health,Resistance Training,Push-ups (Chest),81
2023/9/29,Health,Resistance Training,Push-ups (Chest),81
2023/10/2,Health,Resistance Training,Push-ups (Chest),104
2023/10/3,Health,Resistance Training,Push-ups (Chest),72
2023/10/5,Health,Resistance Training,Push-ups (Chest),105
2023/10/7,Health,Resistance Training,Push-ups (Chest),117
2023/10/9,Health,Resistance Training,Push-ups (Chest),110
2023/10/11,Health,Resistance Training,Push-ups (Chest),90
2023/10/13,Health,Resistance Training,Push-ups (Chest),88
2023/10/15,Health,Resistance Training,Push-ups (Chest),109
2023/10/17,Health,Resistance Training,Push-ups (Chest),71
2023/10/19,Health,Resistance Training,Push-ups (Chest),74
2023/10/21,Health,Resistance Training,Push-ups (Chest),81
2021/8/8,Health,Resistance Training,Deltoids,36
2021/8/10,Health,Resistance Training,Deltoids,38
2021/8/12,Health,Resistance Training,Deltoids,45
2021/8/14,Health,Resistance Training,Deltoids,52
2021/8/16,Health,Resistance Training,Deltoids,35
2021/8/18,Health,Resistance Training,Deltoids,52
2021/8/20,Health,Resistance Training,Deltoids,52
2021/8/22,Health,Resistance Training,Deltoids,46
2021/8/24,Health,Resistance Training,Deltoids,40
2021/8/26,Health,Resistance Training,Deltoids,40
2021/8/28,Health,Resistance Training,Deltoids,50
2021/8/30,Health,Resistance Training,Deltoids,44
2021/9/1,Health,Resistance Training,Deltoids,64
2021/9/3,Health,Resistance Training,Deltoids,45
2021/9/5,Health,Resistance Training,Deltoids,35
2021/9/7,Health,Resistance Training,Deltoids,44
2021/9/9,Health,Resistance Training,Deltoids,50
2021/9/11,Health,Resistance Training,Deltoids,42
2021/9/13,Health,Resistance Training,Deltoids,50
2021/9/15,Health,Resistance Training,Deltoids,40
2021/9/17,Health,Resistance Training,Deltoids,42
2021/9/19,Health,Resistance Training,Deltoids,42
2021/9/21,Health,Resistance Training,Deltoids,45
2021/9/23,Health,Resistance Training,Deltoids,42
2021/9/25,Health,Resistance Training,Deltoids,40
2021/9/27,Health,Resistance Training,Deltoids,42
2021/9/29,Health,Resistance Training,Deltoids,42
2021/10/1,Health,Resistance Training,Deltoids,42
2021/10/3,Health,Resistance Training,Deltoids,42
2021/10/5,Health,Resistance Training,Deltoids,42
2021/10/7,Health,Resistance Training,Deltoids,42
2021/10/9,Health,Resistance Training,Deltoids,42
2021/10/11,Health,Resistance Training,Deltoids,42
2021/10/13,Health,Resistance Training,Deltoids,43
2021/10/15,Health,Resistance Training,Deltoids,43
2021/10/17,Health,Resistance Training,Deltoids,43
2021/10/19,Health,Resistance Training,Deltoids,43
2021/10/21,Health,Resistance Training,Deltoids,43
2021/10/23,Health,Resistance Training,Deltoids,43
2021/10/25,Health,Resistance Training,Deltoids,44
2021/10/27,Health,Resistance Training,Deltoids,44
2021/10/29,Health,Resistance Training,Deltoids,44
2021/10/31,Health,Resistance Training,Deltoids,44
2021/11/2,Health,Resistance Training,Deltoids,44
2021/11/4,Health,Resistance Training,Deltoids,44
2021/11/6,Health,Resistance Training,Deltoids,44
2021/11/8,Health,Resistance Training,Deltoids,44
2021/11/10,Health,Resistance Training,Deltoids,45
2021/11/12,Health,Resistance Training,Deltoids,45
2021/11/14,Health,Resistance Training,Deltoids,45
2021/11/16,Health,Resistance Training,Deltoids,45
2021/11/18,Health,Resistance Training,Deltoids,45
2021/11/20,Health,Resistance Training,Deltoids,45
2021/11/22,Health,Resistance Training,Deltoids,45
2021/11/24,Health,Resistance Training,Deltoids,45
2021/11/26,Health,Resistance Training,Deltoids,45
2021/11/28,Health,Resistance Training,Deltoids,45
2021/11/30,Health,Resistance Training,Deltoids,45
2021/12/2,Health,Resistance Training,Deltoids,45
2021/12/4,Health,Resistance Training,Deltoids,45
2021/12/6,Health,Resistance Training,Deltoids,45
2021/12/8,Health,Resistance Training,Deltoids,45
2021/12/10,Health,Resistance Training,Deltoids,45
2021/12/12,Health,Resistance Training,Deltoids,45
2021/12/14,Health,Resistance Training,Deltoids,45
2021/12/16,Health,Resistance Training,Deltoids,46
2021/12/18,Health,Resistance Training,Deltoids,46
2021/12/20,Health,Resistance Training,Deltoids,45
2021/12/22,Health,Resistance Training,Deltoids,45
2021/12/24,Health,Resistance Training,Deltoids,45
2021/12/26,Health,Resistance Training,Deltoids,45
2021/12/28,Health,Resistance Training,Deltoids,45
2021/12/30,Health,Resistance Training,Deltoids,45
2022/1/1,Health,Resistance Training,Deltoids,45
2022/1/3,Health,Resistance Training,Deltoids,45
2022/1/5,Health,Resistance Training,Deltoids,45
2022/1/7,Health,Resistance Training,Deltoids,45
2022/1/9,Health,Resistance Training,Deltoids,45
2022/1/11,Health,Resistance Training,Deltoids,45
2022/1/13,Health,Resistance Training,Deltoids,45
2022/1/15,Health,Resistance Training,Deltoids,50
2022/1/17,Health,Resistance Training,Deltoids,45
2022/1/19,Health,Resistance Training,Deltoids,45
2022/1/21,Health,Resistance Training,Deltoids,55
2022/1/23,Health,Resistance Training,Deltoids,66
2022/1/25,Health,Resistance Training,Deltoids,45
2022/1/27,Health,Resistance Training,Deltoids,45
2022/1/29,Health,Resistance Training,Deltoids,46
2022/1/31,Health,Resistance Training,Deltoids,46
2022/2/2,Health,Resistance Training,Deltoids,46
2022/2/4,Health,Resistance Training,Deltoids,46
2022/2/6,Health,Resistance Training,Deltoids,46
2022/2/8,Health,Resistance Training,Deltoids,46
2022/2/10,Health,Resistance Training,Deltoids,46
2022/2/12,Health,Resistance Training,Deltoids,46
2022/2/14,Health,Resistance Training,Deltoids,46
2022/2/16,Health,Resistance Training,Deltoids,46
2022/2/18,Health,Resistance Training,Deltoids,46
2022/2/20,Health,Resistance Training,Deltoids,46
2022/2/22,Health,Resistance Training,Deltoids,46
2022/2/24,Health,Resistance Training,Deltoids,46
2022/2/26,Health,Resistance Training,Deltoids,46
2022/2/27,Health,Resistance Training,Deltoids,46
2022/3/1,Health,Resistance Training,Deltoids,50
2022/3/3,Health,Resistance Training,Deltoids,47
2022/3/5,Health,Resistance Training,Deltoids,50
2022/3/7,Health,Resistance Training,Deltoids,58
2022/3/9,Health,Resistance Training,Deltoids,56
2022/3/11,Health,Resistance Training,Deltoids,60
2022/3/13,Health,Resistance Training,Deltoids,46
2022/3/15,Health,Resistance Training,Deltoids,48
2022/3/17,Health,Resistance Training,Deltoids,46
2022/3/19,Health,Resistance Training,Deltoids,46
2022/3/21,Health,Resistance Training,Deltoids,46
2022/3/23,Health,Resistance Training,Deltoids,46
2022/3/25,Health,Resistance Training,Deltoids,46
2022/3/27,Health,Resistance Training,Deltoids,52
2022/3/29,Health,Resistance Training,Deltoids,52
2022/3/31,Health,Resistance Training,Deltoids,56
2022/4/2,Health,Resistance Training,Deltoids,47
2022/4/4,Health,Resistance Training,Deltoids,52
2022/4/6,Health,Resistance Training,Deltoids,47
2022/4/8,Health,Resistance Training,Deltoids,52
2022/4/9,Health,Resistance Training,Deltoids,50
2022/4/10,Health,Resistance Training,Deltoids,46
2022/4/11,Health,Resistance Training,Deltoids,46
2022/4/12,Health,Resistance Training,Deltoids,46
2022/4/14,Health,Resistance Training,Deltoids,63
2022/4/16,Health,Resistance Training,Deltoids,53
2022/4/18,Health,Resistance Training,Deltoids,52
2022/4/20,Health,Resistance Training,Deltoids,48
2022/4/22,Health,Resistance Training,Deltoids,53
2022/4/23,Health,Resistance Training,Deltoids,65
2022/4/24,Health,Resistance Training,Deltoids,50
2022/4/26,Health,Resistance Training,Deltoids,72
2022/4/28,Health,Resistance Training,Deltoids,70
2022/4/30,Health,Resistance Training,Deltoids,70
2022/5/2,Health,Resistance Training,Deltoids,52
2022/5/4,Health,Resistance Training,Deltoids,70
2022/5/6,Health,Resistance Training,Deltoids,52
2022/5/8,Health,Resistance Training,Deltoids,73
2022/5/9,Health,Resistance Training,Deltoids,48
2022/5/10,Health,Resistance Training,Deltoids,70
2022/5/12,Health,Resistance Training,Deltoids,69
2022/5/14,Health,Resistance Training,Deltoids,75
2022/5/16,Health,Resistance Training,Deltoids,82
2022/5/18,Health,Resistance Training,Deltoids,61
2022/5/19,Health,Resistance Training,Deltoids,44
2022/5/20,Health,Resistance Training,Deltoids,50
2022/5/22,Health,Resistance Training,Deltoids,52
2022/5/24,Health,Resistance Training,Deltoids,60
2022/5/26,Health,Resistance Training,Deltoids,77
2022/5/28,Health,Resistance Training,Deltoids,57
2022/5/30,Health,Resistance Training,Deltoids,66
2022/6/1,Health,Resistance Training,Deltoids,76
2022/6/3,Health,Resistance Training,Deltoids,52
2022/6/5,Health,Resistance Training,Deltoids,53
2022/6/9,Health,Resistance Training,Deltoids,67
2022/6/11,Health,Resistance Training,Deltoids,74
2022/6/13,Health,Resistance Training,Deltoids,57
2022/6/15,Health,Resistance Training,Deltoids,76
2022/6/17,Health,Resistance Training,Deltoids,81
2022/6/19,Health,Resistance Training,Deltoids,52
2022/6/21,Health,Resistance Training,Deltoids,70
2022/6/23,Health,Resistance Training,Deltoids,60
2022/6/24,Health,Resistance Training,Deltoids,52
2022/6/25,Health,Resistance Training,Deltoids,73
2022/6/27,Health,Resistance Training,Deltoids,73
2022/6/29,Health,Resistance Training,Deltoids,74
2022/7/1,Health,Resistance Training,Deltoids,53
2022/7/2,Health,Resistance Training,Deltoids,76
2022/7/3,Health,Resistance Training,Deltoids,71
2022/7/5,Health,Resistance Training,Deltoids,55
2022/7/7,Health,Resistance Training,Deltoids,54
2022/7/9,Health,Resistance Training,Deltoids,81
2022/7/11,Health,Resistance Training,Deltoids,68
2022/7/13,Health,Resistance Training,Deltoids,91
2022/7/15,Health,Resistance Training,Deltoids,66
2022/7/17,Health,Resistance Training,Deltoids,81
2022/7/19,Health,Resistance Training,Deltoids,81
2022/7/21,Health,Resistance Training,Deltoids,86
2022/7/23,Health,Resistance Training,Deltoids,69
2022/7/25,Health,Resistance Training,Deltoids,67
2022/7/27,Health,Resistance Training,Deltoids,80
2022/7/29,Health,Resistance Training,Deltoids,100
2022/7/31,Health,Resistance Training,Deltoids,102
2022/8/2,Health,Resistance Training,Deltoids,81
2022/8/4,Health,Resistance Training,Deltoids,71
2022/8/6,Health,Resistance Training,Deltoids,105
2022/8/8,Health,Resistance Training,Deltoids,108
2022/8/10,Health,Resistance Training,Deltoids,94
2022/8/11,Health,Resistance Training,Deltoids,70
2022/8/12,Health,Resistance Training,Deltoids,118
2022/8/13,Health,Resistance Training,Deltoids,63
2022/8/14,Health,Resistance Training,Deltoids,111
2022/8/15,Health,Resistance Training,Deltoids,41
2022/8/16,Health,Resistance Training,Deltoids,100
2022/8/17,Health,Resistance Training,Deltoids,46
2022/8/18,Health,Resistance Training,Deltoids,81
2022/8/19,Health,Resistance Training,Deltoids,46
2022/8/20,Health,Resistance Training,Deltoids,145
2022/8/21,Health,Resistance Training,Deltoids,111
2022/8/22,Health,Resistance Training,Deltoids,75
2022/8/23,Health,Resistance Training,Deltoids,73
2022/8/24,Health,Resistance Training,Deltoids,134
2022/8/25,Health,Resistance Training,Deltoids,72
2022/8/26,Health,Resistance Training,Deltoids,121
2022/8/27,Health,Resistance Training,Deltoids,123
2022/8/29,Health,Resistance Training,Deltoids,107
2022/8/30,Health,Resistance Training,Deltoids,55
2022/8/31,Health,Resistance Training,Deltoids,122
2022/9/1,Health,Resistance Training,Deltoids,81
2022/9/2,Health,Resistance Training,Deltoids,85
2022/9/4,Health,Resistance Training,Deltoids,95
2022/9/8,Health,Resistance Training,Deltoids,73
2022/9/9,Health,Resistance Training,Deltoids,113
2022/9/10,Health,Resistance Training,Deltoids,63
2022/9/11,Health,Resistance Training,Deltoids,52
2022/9/19,Health,Resistance Training,Deltoids,62
2022/9/20,Health,Resistance Training,Deltoids,73
2022/9/21,Health,Resistance Training,Deltoids,60
2022/9/22,Health,Resistance Training,Deltoids,72
2022/9/23,Health,Resistance Training,Deltoids,55
2022/9/24,Health,Resistance Training,Deltoids,96
2022/9/25,Health,Resistance Training,Deltoids,56
2022/9/26,Health,Resistance Training,Deltoids,60
2022/9/27,Health,Resistance Training,Deltoids,72
2022/9/28,Health,Resistance Training,Deltoids,85
2022/9/29,Health,Resistance Training,Deltoids,73
2022/9/30,Health,Resistance Training,Deltoids,88
2022/10/3,Health,Resistance Training,Deltoids,56
2022/10/4,Health,Resistance Training,Deltoids,63
2022/10/5,Health,Resistance Training,Deltoids,92
2022/10/7,Health,Resistance Training,Deltoids,55
2022/10/8,Health,Resistance Training,Deltoids,137
2022/10/10,Health,Resistance Training,Deltoids,102
2022/10/12,Health,Resistance Training,Deltoids,111
2022/10/14,Health,Resistance Training,Deltoids,100
2022/10/15,Health,Resistance Training,Deltoids,78
2022/10/17,Health,Resistance Training,Deltoids,134
2022/10/19,Health,Resistance Training,Deltoids,115
2022/10/21,Health,Resistance Training,Deltoids,135
2022/10/23,Health,Resistance Training,Deltoids,77
2022/10/25,Health,Resistance Training,Deltoids,75
2022/10/28,Health,Resistance Training,Deltoids,110
2022/10/30,Health,Resistance Training,Deltoids,140
2022/11/1,Health,Resistance Training,Deltoids,81
2022/11/3,Health,Resistance Training,Deltoids,92
2022/11/5,Health,Resistance Training,Deltoids,101
2022/11/7,Health,Resistance Training,Deltoids,108
2022/11/9,Health,Resistance Training,Deltoids,106
2022/11/11,Health,Resistance Training,Deltoids,108
2022/11/13,Health,Resistance Training,Deltoids,125
2022/11/15,Health,Resistance Training,Deltoids,113
2022/11/17,Health,Resistance Training,Deltoids,108
2022/11/18,Health,Resistance Training,Deltoids,75
2022/11/19,Health,Resistance Training,Deltoids,138
2022/11/21,Health,Resistance Training,Deltoids,95
2022/11/23,Health,Resistance Training,Deltoids,111
2022/11/24,Health,Resistance Training,Deltoids,91
2022/11/26,Health,Resistance Training,Deltoids,103
2022/11/27,Health,Resistance Training,Deltoids,65
2022/11/28,Health,Resistance Training,Deltoids,105
2022/11/30,Health,Resistance Training,Deltoids,108
2022/12/2,Health,Resistance Training,Deltoids,106
2022/12/4,Health,Resistance Training,Deltoids,98
2022/12/6,Health,Resistance Training,Deltoids,107
2022/12/9,Health,Resistance Training,Deltoids,102
2022/12/11,Health,Resistance Training,Deltoids,103
2022/12/13,Health,Resistance Training,Deltoids,120
2022/12/16,Health,Resistance Training,Deltoids,112
2022/12/17,Health,Resistance Training,Deltoids,72
2022/12/18,Health,Resistance Training,Deltoids,122
2022/12/20,Health,Resistance Training,Deltoids,91
2022/12/22,Health,Resistance Training,Deltoids,103
2022/12/24,Health,Resistance Training,Deltoids,118
2022/12/26,Health,Resistance Training,Deltoids,122
2022/12/28,Health,Resistance Training,Deltoids,103
2022/12/30,Health,Resistance Training,Deltoids,105
2023/1/1,Health,Resistance Training,Deltoids,101
2023/1/2,Health,Resistance Training,Deltoids,76
2023/1/4,Health,Resistance Training,Deltoids,106
2023/1/6,Health,Resistance Training,Deltoids,97
2023/1/8,Health,Resistance Training,Deltoids,81
2023/1/10,Health,Resistance Training,Deltoids,91
2023/1/12,Health,Resistance Training,Deltoids,91
2023/1/14,Health,Resistance Training,Deltoids,81
2023/1/16,Health,Resistance Training,Deltoids,100
2023/1/20,Health,Resistance Training,Deltoids,94
2023/1/21,Health,Resistance Training,Deltoids,81
2023/1/22,Health,Resistance Training,Deltoids,66
2023/1/23,Health,Resistance Training,Deltoids,108
2023/1/26,Health,Resistance Training,Deltoids,69
2023/1/28,Health,Resistance Training,Deltoids,89
2023/1/30,Health,Resistance Training,Deltoids,58
2023/2/1,Health,Resistance Training,Deltoids,70
2023/2/2,Health,Resistance Training,Deltoids,84
2023/2/4,Health,Resistance Training,Deltoids,77
2023/2/6,Health,Resistance Training,Deltoids,94
2023/2/8,Health,Resistance Training,Deltoids,98
2023/2/10,Health,Resistance Training,Deltoids,85
2023/2/12,Health,Resistance Training,Deltoids,84
2023/2/15,Health,Resistance Training,Deltoids,97
2023/2/16,Health,Resistance Training,Deltoids,81
2023/2/18,Health,Resistance Training,Deltoids,86
2023/2/20,Health,Resistance Training,Deltoids,100
2023/2/23,Health,Resistance Training,Deltoids,111
2023/2/25,Health,Resistance Training,Deltoids,100
2023/2/27,Health,Resistance Training,Deltoids,81
2023/3/1,Health,Resistance Training,Deltoids,71
2023/3/3,Health,Resistance Training,Deltoids,81
2023/3/5,Health,Resistance Training,Deltoids,88
2023/3/7,Health,Resistance Training,Deltoids,103
2023/3/8,Health,Resistance Training,Deltoids,93
2023/3/10,Health,Resistance Training,Deltoids,85
2023/3/12,Health,Resistance Training,Deltoids,101
2023/3/13,Health,Resistance Training,Deltoids,177
2023/3/15,Health,Resistance Training,Deltoids,140
2023/3/17,Health,Resistance Training,Deltoids,152
2023/3/19,Health,Resistance Training,Deltoids,125
2023/3/21,Health,Resistance Training,Deltoids,142
2023/3/23,Health,Resistance Training,Deltoids,101
2023/3/24,Health,Resistance Training,Deltoids,100
2023/3/26,Health,Resistance Training,Deltoids,140
2023/3/28,Health,Resistance Training,Deltoids,124
2023/3/30,Health,Resistance Training,Deltoids,81
2023/3/31,Health,Resistance Training,Deltoids,155
2023/4/4,Health,Resistance Training,Deltoids,133
2023/4/6,Health,Resistance Training,Deltoids,91
2023/4/8,Health,Resistance Training,Deltoids,81
2023/4/9,Health,Resistance Training,Deltoids,104
2023/4/11,Health,Resistance Training,Deltoids,101
2023/4/13,Health,Resistance Training,Deltoids,99
2023/4/15,Health,Resistance Training,Deltoids,85
2023/4/17,Health,Resistance Training,Deltoids,101
2023/4/19,Health,Resistance Training,Deltoids,85
2023/4/21,Health,Resistance Training,Deltoids,81
2023/4/30,Health,Resistance Training,Deltoids,100
2023/5/5,Health,Resistance Training,Deltoids,100
2023/5/7,Health,Resistance Training,Deltoids,101
2023/5/9,Health,Resistance Training,Deltoids,100
2023/5/11,Health,Resistance Training,Deltoids,103
2023/5/13,Health,Resistance Training,Deltoids,105
2023/5/15,Health,Resistance Training,Deltoids,117
2023/5/17,Health,Resistance Training,Deltoids,120
2023/5/19,Health,Resistance Training,Deltoids,120
2023/5/21,Health,Resistance Training,Deltoids,131
2023/5/23,Health,Resistance Training,Deltoids,129
2023/5/25,Health,Resistance Training,Deltoids,116
2023/5/26,Health,Resistance Training,Deltoids,60
2023/5/27,Health,Resistance Training,Deltoids,108
2023/5/28,Health,Resistance Training,Deltoids,81
2023/5/29,Health,Resistance Training,Deltoids,113
2023/5/30,Health,Resistance Training,Deltoids,81
2023/5/31,Health,Resistance Training,Deltoids,130
2023/6/1,Health,Resistance Training,Deltoids,116
2023/6/2,Health,Resistance Training,Deltoids,111
2023/6/3,Health,Resistance Training,Deltoids,94
2023/6/4,Health,Resistance Training,Deltoids,140
2023/6/5,Health,Resistance Training,Deltoids,100
2023/6/7,Health,Resistance Training,Deltoids,96
2023/6/8,Health,Resistance Training,Deltoids,90
2023/6/9,Health,Resistance Training,Deltoids,103
2023/6/10,Health,Resistance Training,Deltoids,92
2023/6/11,Health,Resistance Training,Deltoids,158
2023/6/12,Health,Resistance Training,Deltoids,116
2023/6/13,Health,Resistance Training,Deltoids,108
2023/6/14,Health,Resistance Training,Deltoids,118
2023/6/15,Health,Resistance Training,Deltoids,115
2023/6/16,Health,Resistance Training,Deltoids,102
2023/6/17,Health,Resistance Training,Deltoids,130
2023/6/18,Health,Resistance Training,Deltoids,84
2023/6/19,Health,Resistance Training,Deltoids,123
2023/6/20,Health,Resistance Training,Deltoids,108
2023/6/21,Health,Resistance Training,Deltoids,105
2023/6/23,Health,Resistance Training,Deltoids,105
2023/6/24,Health,Resistance Training,Deltoids,140
2023/6/26,Health,Resistance Training,Deltoids,115
2023/6/27,Health,Resistance Training,Deltoids,123
2023/6/30,Health,Resistance Training,Deltoids,157
2023/7/1,Health,Resistance Training,Deltoids,125
2023/7/2,Health,Resistance Training,Deltoids,152
2023/7/4,Health,Resistance Training,Deltoids,150
2023/7/6,Health,Resistance Training,Deltoids,128
2023/7/7,Health,Resistance Training,Deltoids,90
2023/7/8,Health,Resistance Training,Deltoids,164
2023/7/10,Health,Resistance Training,Deltoids,103
2023/7/12,Health,Resistance Training,Deltoids,112
2023/7/14,Health,Resistance Training,Deltoids,100
2023/7/16,Health,Resistance Training,Deltoids,100
2023/7/18,Health,Resistance Training,Deltoids,130
2023/7/20,Health,Resistance Training,Deltoids,134
2023/7/21,Health,Resistance Training,Deltoids,93
2023/7/22,Health,Resistance Training,Deltoids,153
2023/7/23,Health,Resistance Training,Deltoids,64
2023/7/24,Health,Resistance Training,Deltoids,125
2023/7/26,Health,Resistance Training,Deltoids,121
2023/7/28,Health,Resistance Training,Deltoids,141
2023/7/30,Health,Resistance Training,Deltoids,181
2023/8/1,Health,Resistance Training,Deltoids,81
2023/8/2,Health,Resistance Training,Deltoids,139
2023/8/4,Health,Resistance Training,Deltoids,148
2023/8/6,Health,Resistance Training,Deltoids,201
2023/8/8,Health,Resistance Training,Deltoids,181
2023/8/10,Health,Resistance Training,Deltoids,150
2023/8/12,Health,Resistance Training,Deltoids,183
2023/8/14,Health,Resistance Training,Deltoids,155
2023/8/16,Health,Resistance Training,Deltoids,155
2023/8/18,Health,Resistance Training,Deltoids,163
2023/8/20,Health,Resistance Training,Deltoids,165
2023/8/22,Health,Resistance Training,Deltoids,150
2023/8/24,Health,Resistance Training,Deltoids,143
2023/8/26,Health,Resistance Training,Deltoids,175
2023/8/28,Health,Resistance Training,Deltoids,160
2023/8/30,Health,Resistance Training,Deltoids,160
2023/9/1,Health,Resistance Training,Deltoids,181
2023/9/3,Health,Resistance Training,Deltoids,172
2023/9/5,Health,Resistance Training,Deltoids,172
2023/9/7,Health,Resistance Training,Deltoids,170
2023/9/9,Health,Resistance Training,Deltoids,135
2023/9/11,Health,Resistance Training,Deltoids,175
2023/9/13,Health,Resistance Training,Deltoids,180
2023/9/15,Health,Resistance Training,Deltoids,106
2023/9/17,Health,Resistance Training,Deltoids,171
2023/9/23,Health,Resistance Training,Deltoids,161
2023/9/25,Health,Resistance Training,Deltoids,150
2023/9/27,Health,Resistance Training,Deltoids,154
2023/9/29,Health,Resistance Training,Deltoids,153
2023/10/1,Health,Resistance Training,Deltoids,160
2023/10/3,Health,Resistance Training,Deltoids,173
2023/10/5,Health,Resistance Training,Deltoids,175
2023/10/7,Health,Resistance Training,Deltoids,166
2023/10/9,Health,Resistance Training,Deltoids,190
2023/10/11,Health,Resistance Training,Deltoids,181
2023/10/13,Health,Resistance Training,Deltoids,181
2023/10/15,Health,Resistance Training,Deltoids,179
2023/10/17,Health,Resistance Training,Deltoids,189
2023/10/19,Health,Resistance Training,Deltoids,183
2023/10/21,Health,Resistance Training,Deltoids,181
2023/10/23,Health,Resistance Training,Deltoids,191
2023/10/25,Health,Resistance Training,Deltoids,216
2023/10/27,Health,Resistance Training,Deltoids,181
2023/10/29,Health,Resistance Training,Deltoids,205
2021/8/20,Health,Resistance Training,Triceps,45
2021/8/25,Health,Resistance Training,Triceps,47
2021/8/31,Health,Resistance Training,Triceps,52
2021/9/1,Health,Resistance Training,Triceps,36
2021/9/3,Health,Resistance Training,Triceps,46
2021/9/5,Health,Resistance Training,Triceps,47
2021/9/7,Health,Resistance Training,Triceps,33
2021/9/9,Health,Resistance Training,Triceps,43
2021/9/11,Health,Resistance Training,Triceps,33
2021/9/13,Health,Resistance Training,Triceps,41
2021/9/15,Health,Resistance Training,Triceps,40
2021/9/17,Health,Resistance Training,Triceps,42
2021/9/19,Health,Resistance Training,Triceps,42
2021/9/21,Health,Resistance Training,Triceps,44
2021/9/23,Health,Resistance Training,Triceps,42
2021/9/25,Health,Resistance Training,Triceps,49
2021/9/27,Health,Resistance Training,Triceps,46
2021/9/29,Health,Resistance Training,Triceps,45
2021/10/1,Health,Resistance Training,Triceps,43
2021/10/2,Health,Resistance Training,Triceps,54
2021/10/3,Health,Resistance Training,Triceps,42
2021/10/5,Health,Resistance Training,Triceps,42
2021/10/7,Health,Resistance Training,Triceps,42
2021/10/9,Health,Resistance Training,Triceps,42
2021/10/11,Health,Resistance Training,Triceps,42
2021/10/13,Health,Resistance Training,Triceps,43
2021/10/15,Health,Resistance Training,Triceps,33
2021/10/17,Health,Resistance Training,Triceps,43
2021/10/19,Health,Resistance Training,Triceps,43
2021/10/21,Health,Resistance Training,Triceps,43
2021/10/23,Health,Resistance Training,Triceps,43
2021/10/24,Health,Resistance Training,Triceps,52
2021/10/25,Health,Resistance Training,Triceps,44
2021/10/27,Health,Resistance Training,Triceps,44
2021/10/29,Health,Resistance Training,Triceps,44
2021/10/31,Health,Resistance Training,Triceps,44
2021/11/2,Health,Resistance Training,Triceps,44
2021/11/4,Health,Resistance Training,Triceps,44
2021/11/6,Health,Resistance Training,Triceps,44
2021/11/7,Health,Resistance Training,Triceps,44
2021/11/8,Health,Resistance Training,Triceps,44
2021/11/10,Health,Resistance Training,Triceps,45
2021/11/12,Health,Resistance Training,Triceps,45
2021/11/14,Health,Resistance Training,Triceps,45
2021/11/16,Health,Resistance Training,Triceps,45
2021/11/18,Health,Resistance Training,Triceps,45
2021/11/20,Health,Resistance Training,Triceps,45
2021/11/22,Health,Resistance Training,Triceps,45
2021/11/24,Health,Resistance Training,Triceps,45
2021/11/26,Health,Resistance Training,Triceps,45
2021/11/28,Health,Resistance Training,Triceps,50
2021/11/30,Health,Resistance Training,Triceps,45
2021/12/2,Health,Resistance Training,Triceps,45
2021/12/4,Health,Resistance Training,Triceps,45
